UserID,BookID,Rating
28921295,1507657,5
4367500,3035175,4
muge,1051659,4
muge,4313080,3
muge,2382432,4
muge,1056461,3
muge,1311280,5
muge,2216583,3
muge,1059537,3
gretta.lau,2568268,5
pennylovespenny,1017143,5
woxiangxiang,1082361,5
tony_qu,1271579,5
tony_qu,3043491,4
tony_qu,1269900,4
tony_qu,1958714,4
tony_qu,3808887,4
tony_qu,1059769,4
tony_qu,1827578,4
1432771,2249558,3
1432771,4146477,4
7963349,1351896,5
7963349,3601195,3
7963349,2023303,5
7963349,1418999,5
7963349,2146031,5
7963349,1089733,5
7963349,3262395,5
7963349,2242381,5
7963349,4104794,5
7963349,3996724,5
7963349,1452766,4
7963349,1131441,3
7963349,2268655,5
7963349,3135034,5
7963349,4126861,5
1311396,1085002,5
1311396,1049180,4
1311396,2287508,4
1311396,1017143,4
4901204,1125283,4
4901204,1255288,4
4901204,5254315,5
4901204,3995799,4
4901204,1818426,4
4901204,2329047,5
39167154,1364773,4
39167154,1075538,4
39167154,1060723,4
23482694,1100754,5
2875808,2303588,5
2875808,3238242,5
swordl,2030442,4
swordl,1493316,4
swordl,1185932,4
16518253,1031741,5
16518253,1258498,4
16518253,1292416,5
16518253,1034106,5
F,4212873,4
17048132,3793884,3
swordi,3039216,4
swordi,1024932,4
swordi,1474667,4
swordi,1017180,4
swordi,1025829,4
swordi,1443196,3
swordi,1059824,3
swordi,1837431,4
swordi,2419860,5
swordi,1780035,5
5897749,1464916,5
5897749,1217156,5
45023522,2052697,5
45023522,2052815,5
45023522,4863321,5
45023522,1000993,5
45023522,2983793,5
odinushuaia,4147755,4
odinushuaia,1291969,5
odinushuaia,1788421,5
odinushuaia,1022103,3
odinushuaia,2130190,5
odinushuaia,1014173,5
odinushuaia,1391207,5
odinushuaia,2377310,5
odinushuaia,2052176,5
odinushuaia,2243615,5
odinushuaia,2242467,4
odinushuaia,3102324,5
44179370,4087420,4
44179370,4874245,5
M,1474667,4
M,3889178,5
M,2149971,5
M,1433764,3
M,3567853,5
2645213,2005726,3
2645213,1139881,3
2645213,1420638,4
2645213,1125731,3
2645213,1465543,3
2645213,1219090,4
guokeming,1881099,1
guokeming,1764296,4
guokeming,1830445,4
guokeming,3434107,3
4191295,1856474,5
lpage,3674537,4
lpage,2337600,4
U,1924213,5
U,1422105,4
U,1311280,4
U,1060204,4
U,1493523,4
20032308,4251473,3
20032308,3888039,4
20032308,4732427,3
20032308,4246968,3
20032308,1937346,4
20032308,3675797,3
20032308,1288844,3
20032308,3520835,3
1829090,1762096,3
1829090,1786670,3
4558700,4220232,5
2194029,1034615,5
2194029,1089520,5
2194029,3225979,2
38085147,1089518,4
38085147,1089521,4
swordz,1959134,4
swordz,1948429,5
swordz,2343046,4
swordz,4038567,5
swordz,3418938,5
swordz,2343043,4
swordz,1092335,5
swordz,3788397,5
swordz,3175259,5
swordz,1035478,5
swordz,1085799,5
swordz,2075156,4
muka,1989628,4
yueyixilou,2027949,3
vertigo1989,1700474,5
feifeifly,1046813,5
feifeifly,3326041,5
1095888,1058607,3
1095888,1797291,4
1095888,3615001,3
whynotamor,3171864,3
whynotamor,4225644,4
whynotamor,1389884,5
whynotamor,4174054,4
4503837,2126897,3
2858273,2340100,4
tjmichelle,1083376,3
tjmichelle,1258406,5
Y,4246667,3
Y,2031675,5
Y,1812186,3
shannonshaw,2150811,3
4217197,2157554,3
4217197,1392475,4
4217197,3021037,3
4217197,1504286,3
4217197,1401425,4
4217197,1907341,4
4217197,1757759,5
4217197,3034480,4
4217197,1146176,4
4217197,4009856,4
4217197,1669595,5
4217197,2298856,3
4217197,1229926,4
4217197,4002787,5
4217197,1436957,4
4217197,1138771,3
4217197,3279105,4
4217197,1185932,4
4217197,1801393,3
4217197,2046136,4
4217197,1229999,3
4217197,2052176,4
4217197,3109564,3
4217197,1493316,4
4217197,2115239,3
4217197,2365393,3
timez,4282979,1
timez,3368865,5
4049493,1467239,5
xiaoooo,1313373,4
4868198,1016300,4
4726906,1903743,5
4726906,3025252,5
4726906,1903736,5
4726906,1755621,3
4726906,1894978,5
4726906,1452766,5
4726906,1427341,5
4726906,1427342,5
4726906,1422237,4
4726906,3025244,5
g,1054917,4
g,4141733,5
46776671,1644010,5
46776671,1916155,5
d,1762644,5
d,1486658,5
c,1703544,4
c,1766678,4
c,2139305,4
c,3074773,3
c,4164024,5
c,2066374,4
c,1060068,5
c,1470742,5
c,2257609,4
c,1361264,5
c,1418180,4
c,1803022,5
muil,1936511,4
muil,1029151,4
muil,1863930,3
YUKINCHING,1438525,5
2668731,4086725,3
2668731,1917628,3
36230744,2116324,4
36230744,3836277,3
36230744,2983683,5
36230744,1034108,5
n,1358243,5
n,4915878,4
n,3709848,4
n,3094108,3
n,2294526,4
n,4912661,4
n,1993755,4
n,2216174,5
n,4912666,4
n,1774770,5
n,3348115,4
n,2039410,4
n,1877848,4
n,3646818,3
n,1358431,4
daydaycrow,4212483,3
daydaycrow,4881850,5
daydaycrow,4121562,4
daydaycrow,3063889,5
daydaycrow,3880774,5
daydaycrow,2221395,5
daydaycrow,2292276,4
daydaycrow,1072767,4
daydaycrow,2270925,4
daydaycrow,4114172,4
daydaycrow,3024665,4
daydaycrow,4742972,4
daydaycrow,1047551,3
daydaycrow,4850617,5
daydaycrow,1358394,4
daydaycrow,1088525,5
daydaycrow,1801407,4
daydaycrow,4252006,3
daydaycrow,1130367,4
daydaycrow,4104794,4
daydaycrow,1780173,3
daydaycrow,3071235,3
daydaycrow,2004425,3
daydaycrow,2131777,3
daydaycrow,3722960,4
daydaycrow,4290387,3
hertory,3170442,4
funkchild,1082518,4
funkchild,1439199,4
funkchild,3279233,4
funkchild,2239745,5
funkchild,1453210,4
Monmon.lee,4714734,5
Monmon.lee,2048124,4
Monmon.lee,2048364,5
Monmon.lee,2382087,3
Monmon.lee,2209098,4
Monmon.lee,2028068,4
Monmon.lee,3464725,4
Monmon.lee,3686257,5
Monmon.lee,3622082,5
Monmon.lee,3033729,4
Monmon.lee,4241870,4
Monmon.lee,2039931,4
Monmon.lee,1431836,5
2875825,1442709,5
2875825,1442705,5
2875825,1442697,5
2875825,1442688,5
2875825,1442698,5
2875825,1442682,5
2875825,1442681,5
2875825,1442712,5
2875825,1442690,5
26563532,1458164,5
26563532,1963310,4
26563532,1370750,4
26563532,1316606,4
4558710,3124525,2
liuwanwan,1703544,3
liuwanwan,3526514,4
liuwanwan,3137289,3
liuwanwan,1082236,4
liuwanwan,3146656,4
36382242,2973270,4
r,1422105,4
r,1000696,5
r,1078250,4
r,1022920,4
r,1001013,4
r,1005358,4
r,1049688,5
r,1080309,2
r,1012912,4
r,1468622,4
r,1463256,5
r,1084336,4
r,1089243,3
r,2131777,4
r,1085799,4
r,1030054,5
r,2039931,4
r,1465324,3
r,1049361,5
muix,1037734,5
readingman,4253524,4
readingman,1488175,4
readingman,1016832,4
readingman,1427860,4
snowbai,1319893,5
snowbai,3120844,4
1948096,3621921,3
murmursue,3554095,4
murmursue,1458801,5
murmursue,3081507,5
murmursue,2002914,5
woonoo,1829229,4
woonoo,1022238,4
1963002,1005358,5
1963002,3239824,3
1963002,1022060,2
1963002,1058661,3
17150596,2240612,3
17150596,1603984,4
17150596,1004325,3
17150596,1039840,4
17150596,1012117,3
17150596,2000641,3
17150596,1034922,4
17150596,1491853,4
17150596,2161691,4
17150596,1042434,4
17150596,1159949,3
17150596,1313124,3
1000979,3806309,4
1000979,1766119,4
1000979,2296690,4
1000979,1320204,4
1000979,2326403,4
1000979,1012256,5
32711035,3345595,5
32711035,3402701,3
32711035,2033217,3
32711035,1119590,4
6968311,1401945,3
6968311,1389973,4
6968311,1067701,4
coraLOVELESS,3257857,4
coraLOVELESS,4937547,5
coraLOVELESS,2326571,5
coraLOVELESS,3779046,5
2239055,3371165,4
shinianxin,1083428,5
shinianxin,1401841,5
3796628,3550601,3
3796628,1089517,4
3796628,2009825,3
3796628,5245615,5
crysmiling,4237834,5
crysmiling,1067830,4
crysmiling,1800113,5
crysmiling,1223808,4
crysmiling,1692109,4
crysmiling,1905157,4
crysmiling,1192700,4
crysmiling,1146989,5
crysmiling,3105516,4
crysmiling,3598040,4
crysmiling,1116338,5
crysmiling,1223812,3
crysmiling,2216174,5
crysmiling,1902982,4
crysmiling,2130688,4
crysmiling,1436584,5
crysmiling,3909836,5
Mamie835,1433336,5
zhuzhuloveteddy,4871447,2
zhuzhuloveteddy,1070711,4
44965052,3642673,4
44965052,4124727,4
4284041,1079044,5
ONEPIECE1Y,2298769,5
ONEPIECE1Y,3025582,5
ONEPIECE1Y,1321018,4
ONEPIECE1Y,3129820,5
ONEPIECE1Y,3315767,5
ONEPIECE1Y,1431779,5
ONEPIECE1Y,3789596,5
zhuhaimofei,1034905,3
2858257,1040865,5
2858257,1021273,4
jiangxi669,2309689,4
jiangxi669,1105890,4
paramint,3829610,4
paramint,1499759,3
paramint,1275907,4
paramint,2269122,5
paramint,1088028,5
paramint,1364792,4
paramint,1443458,4
paramint,1039661,4
paramint,3250733,4
paramint,1204488,4
paramint,3550493,4
paramint,1122105,4
paramint,1337296,5
paramint,1440611,4
paramint,2988181,5
paramint,2349930,5
paramint,3528109,5
paramint,1276032,4
paramint,1763364,5
paramint,1027343,5
paramint,1389906,4
paramint,1135537,5
paramint,1271593,4
2031853,1027427,4
2031853,1032967,5
2031853,1020547,4
2031853,1858458,4
2031853,1014374,4
2031853,1675478,4
1000981,2301377,5
1000981,1048922,3
1000981,1831760,5
1000981,4732427,4
1000981,3722954,4
1000981,1799984,5
1000981,1072189,5
1000981,1823058,5
4049469,1161117,4
4049469,1223685,3
4049469,1426727,3
45724902,3178741,5
45724902,1963786,4
1000982,1434039,3
1000982,1471703,4
1000982,3071717,3
muci,1780542,3
muci,1785502,4
muci,3267519,5
muci,1011180,4
muci,3033668,4
muci,2310647,4
muci,1224279,4
muci,1193658,4
muci,1809150,5
muci,1442398,3
muci,1022343,4
Lynette77,1228110,4
4485430,4630664,3
aosong,3151990,4
aosong,1053088,4
8590051,1008094,5
8590051,1016864,5
8590051,1024666,5
1095830,1085512,3
1095830,2062200,2
1812615,1038291,5
woonii,3642673,4
woonii,4199685,4
woonii,3044492,3
2668798,1787516,4
2668798,1186753,4
2668798,1477425,4
2668798,1322358,5
2668798,1211972,4
2209447,3863454,5
2209447,2376570,5
2209447,4173156,5
2209447,1441255,3
2209447,3608235,5
44604765,1084336,5
44604765,1917972,5
44604765,1045365,5
44604765,1027786,4
44604765,1020207,4
44604765,1051440,5
44604765,2039931,5
2194011,3134191,5
2194011,2334065,5
2194011,4219728,5
2194011,1198354,5
2194011,3337017,5
11748319,2376570,4
11748319,1084153,4
hashijiandie,1090043,5
hashijiandie,1088581,5
hashijiandie,1083428,5
hashijiandie,1205370,5
hashijiandie,1086249,5
1642911,3327829,5
2318559,1019308,4
2318559,1841628,3
2318559,2117552,4
1981594,3369793,4
1981594,3143586,4
1981594,2078401,3
1981594,1916634,5
44839912,1430871,4
44839912,4197857,3
44839912,3781438,5
27340676,3026875,3
27340676,2977023,4
27340676,2996596,4
16017264,3574119,3
16017264,1082724,5
16017264,1000900,4
3796602,2977509,5
3796602,2147557,4
mufe,3306270,4
mufe,1034279,5
mufe,1257218,5
mufe,2008284,5
mufe,3239554,4
mufe,2243213,4
mufe,3115895,4
mufe,3069940,4
mufe,3183693,4
3096924,1209899,5
3096924,2212371,3
1311389,1770652,5
1000998,1316622,3
1000998,1010204,4
1000998,1949390,4
1000998,1102715,5
1000998,1022060,3
1000998,1258490,5
1000998,1070711,4
31209122,2240612,5
31209122,3042606,5
36382219,3043742,4
rei5th,1041003,4
rei5th,2050761,5
rei5th,2152772,5
rei5th,3025582,5
rei5th,4174054,4
rei5th,4124727,5
kidrock,1398463,5
kidrock,4874132,4
fionayifang,1022147,4
fionayifang,3328723,5
fionayifang,3354804,5
fionayifang,1286547,5
1000994,1022739,3
1000994,3696966,5
1000994,1784790,4
1000994,2995429,5
1000994,2045899,5
1000994,2345548,5
1000994,1902628,4
1000994,4789777,5
1000994,3023149,5
1000994,3815992,4
1000994,2033803,4
1000994,2118032,5
1000994,2255378,4
1000994,1449687,5
1000994,2307720,5
1000994,3424068,5
1000994,1963912,4
1000994,3757530,4
1000994,2063630,5
1000994,3527661,4
1000994,3410833,5
1000994,3234327,5
1000994,3566368,4
1000994,3126411,5
1000994,2143732,3
TongZilou,1457148,4
TongZilou,1022582,5
pergno,1044347,5
pergno,1390034,5
pergno,1083090,5
pergno,1891441,5
pergno,1573689,5
pergno,2122173,4
4049457,1072021,5
4049457,1059690,4
4049457,1493120,5
4049457,1188789,4
4049457,1033034,4
4049457,2147647,3
35386672,2139684,4
35386672,1467508,5
3122695,2275635,4
3122695,1136277,3
3122695,1087036,4
3122695,1159203,3
39167140,2282513,3
39167140,2282514,3
39167140,3056603,3
39167140,3865993,3
39167140,2968737,3
39167140,1215299,3
39167140,1092264,4
39167140,1966160,4
39167140,2067269,5
39167140,3222845,4
39167140,1071981,5
39167140,2268983,4
39167140,2216396,4
39167140,3866885,3
39167140,1400703,3
39167140,1858583,5
39167140,2968723,4
39167140,1400181,4
39167140,1205775,3
39167140,2282516,3
39167140,1400718,3
39167140,1465543,4
39167140,3219390,3
39167140,2003634,3
39167140,2133268,3
39167140,3393766,4
39167140,1539027,3
39167140,2977023,4
39167140,3204692,3
39167140,1011228,4
39167140,1848193,4
39167140,1215315,3
39167140,1063452,4
39167140,1060595,4
39167140,1856498,3
39167140,1894746,3
39167140,3776536,3
39167140,1263630,3
17767456,2363144,5
35425036,1418999,5
35704026,4220193,4
astonlu,1017604,3
35425032,3786755,4
35425032,1979199,5
8893114,2003634,3
opq8886,3532347,5
17514316,2057529,3
17514316,4737152,3
jewelblue,4187411,4
jewelblue,3184336,4
jewelblue,2022506,5
4304340,2070186,5
ToMmY_Y,1146266,5
ToMmY_Y,3816895,5
meihuasannong,1029791,5
meihuasannong,3420483,3
meihuasannong,1400705,3
meihuasannong,1963684,4
meihuasannong,1291530,4
meihuasannong,1424741,4
meihuasannong,1013225,4
meihuasannong,3678694,4
meihuasannong,1794620,4
meihuasannong,1061118,4
meihuasannong,1082154,4
meihuasannong,1646934,4
meihuasannong,1016486,4
ikuta0929,1083483,5
ikuta0929,4833918,3
seventh17,1963310,5
seventh17,3777123,4
seventh17,1204889,4
46368242,4732378,3
46368242,1958655,3
46368242,2382087,3
46368242,4272635,4
46368242,3931437,3
46368242,3710879,3
46368242,1468493,3
46368242,2180619,5
46368242,3550601,3
46368242,2028070,3
46368242,4231381,3
46368242,2080619,5
46368242,3087031,5
46368242,3290316,3
46368242,3205242,3
46368242,2300626,3
46368242,2005545,3
46368242,3065343,3
46368242,2382094,3
46368242,2699701,5
46368242,4166020,3
46368242,3800166,4
46368242,3336465,3
46368242,2009825,4
46368242,2004407,3
46368242,2298149,4
46368242,2281912,3
46368242,2062202,3
46368242,3218402,3
46368242,4173968,4
46368242,3016221,3
46368242,3135064,3
46368242,2078219,5
46368242,3266344,4
46368242,2351434,3
46368242,2057285,4
46368242,2343018,3
46368242,2139618,3
46368242,2129362,3
46368242,3903387,3
46368242,3816834,4
46368242,2048364,3
46368242,1925232,5
46368242,3074810,3
46368242,3170442,2
46368242,2340168,3
46368242,2138527,3
46368242,3618254,4
46368242,2340167,3
littleflow,1089515,3
littleflow,1926932,3
littleflow,2356871,3
2239020,1485225,5
echo666echo,1483573,3
echo666echo,1000251,4
echo666echo,1398968,3
echo666echo,1232499,3
echo666echo,1092163,4
echo666echo,3007708,5
echo666echo,3662262,4
echo666echo,3877063,2
echo666echo,1956148,3
echo666echo,1063896,3
echo666echo,3668430,4
echo666echo,3725128,4
echo666echo,2138221,3
echo666echo,1023066,4
echo666echo,3226595,4
echo666echo,2118052,3
echo666echo,1057794,4
echo666echo,1095648,4
echo666echo,1941925,5
echo666echo,1320263,3
echo666echo,4213525,4
echo666echo,3924548,4
echo666echo,1080350,5
echo666echo,3757530,4
echo666echo,1995171,4
echo666echo,3150093,4
echo666echo,1725606,5
echo666echo,1417123,4
mues,3434087,4
mues,2035179,5
mues,1021346,3
rainykb,1082977,3
44965081,3364853,5
44965081,3774646,4
44965081,2214344,4
44965083,3288009,5
44965083,3036230,3
44965083,2294740,4
44965083,2324366,4
44965083,2094609,4
44965083,3836277,2
muen,1948933,4
muen,1008145,4
muen,1468602,4
1432791,1212070,4
1432791,1390034,5
1432791,1025808,4
1432791,2248275,4
1432791,1366787,5
1432791,1053846,5
1432791,1002025,5
ydy88,1022739,5
ydy88,1187842,5
ydy88,1456203,4
2222624,3609132,5
2222624,1023322,3
2222624,1022147,3
2222624,2298149,4
2222624,1427679,4
35150936,1317899,5
35150936,1007704,5
35150936,1060852,5
35150936,1057244,4
4284017,2230572,4
4284017,1018438,4
4284017,1813841,4
4284017,3795336,5
4284017,3376908,3
ljjchn,1066492,5
ljjchn,3191229,5
ljjchn,2125321,5
sl900214,3594151,4
sl900214,3603676,3
sl900214,3661060,3
2209491,2124114,4
2209491,1070685,4
2209491,1221479,4
2209491,1024570,4
2209491,2270925,5
25683554,3675782,5
3288921,1130367,5
3288921,1874488,4
3288921,1389910,5
3288921,1315187,5
3288921,1780035,5
3272114,1035117,5
3272114,1437973,5
3272114,1313174,5
3272114,1225983,4
3272114,1050175,4
3272114,2063029,3
3272114,1460340,4
3272114,1918220,4
3272114,1042797,3
3272114,1015699,4
3272114,1426482,3
3272114,4071842,4
3272114,1083762,4
3272114,1777823,3
3272114,1511912,4
3272114,1025502,5
3272114,1012039,4
3272114,1214303,4
3272114,2032141,5
3272114,2029641,5
3272114,1060774,5
3272114,1000804,5
3272114,1012561,4
3272114,1456987,5
3272114,2083981,5
3272114,4180711,4
3272114,1075729,5
3272114,1147347,5
3272114,1721111,4
3272114,1076067,5
3272114,1409704,5
3272114,4843458,4
3272114,1006560,5
3272114,3306619,4
3272114,1125731,5
3272114,1983155,4
3272114,1949061,4
3272114,1070711,4
3272114,1225977,4
3272114,1315199,5
3272114,1016033,4
3272114,2074773,5
3272114,1450049,3
3272114,1841628,5
3272114,3197635,5
3272114,2076623,5
3272114,1193621,5
3272114,1079104,5
1569518,1322158,3
1569518,3817241,4
1569518,1314262,4
1569518,2348880,3
applesnake,1321743,4
applesnake,1493134,5
applesnake,2065564,3
novafr,1042928,5
novafr,2124114,4
novafr,1893466,4
novafr,1603309,4
novafr,1144385,5
novafr,1851955,5
novafr,1221479,3
novafr,2270925,5
novafr,1321018,5
novafr,1009938,4
novafr,1320282,4
novafr,2161698,3
novafr,1006967,5
novafr,2130743,4
novafr,1856494,5
novafr,1083435,4
leopeng,4238144,4
leopeng,1077528,2
leopeng,1467776,5
41683550,4853249,3
41683550,1440611,4
41683550,2354969,3
41683550,3816834,3
41683550,3674353,2
41683550,4842735,5
41683550,3550601,3
seraphxixi,1956018,5
29076189,1665390,5
29076189,1088054,4
29076189,1182890,5
29076189,1418437,3
29076189,1157681,5
Ludendorff,3806575,4
Ludendorff,1065485,4
Ludendorff,1058112,4
Ludendorff,1420498,5
Ludendorff,1261135,3
Ludendorff,1754836,4
Ludendorff,1001057,4
Ludendorff,1045934,5
33654775,4919608,4
46215233,4909018,3
Lo_se7en1een,1034259,5
Lo_se7en1een,1401841,5
mlmlml6,1491319,4
mlmlml6,3770726,3
mlmlml6,1484597,3
Minst,1017180,4
Minst,1262491,4
Minst,3626924,5
1755980,4105444,5
1755980,3127834,5
2517263,1140726,4
2517263,3290026,4
2517266,1003000,5
41683532,1258485,5
41683532,1933695,4
41683532,1858576,4
41683532,1439017,4
41683532,3025252,4
41683532,1010898,4
41683532,1000856,5
41683532,1182890,5
41683532,1292322,3
41683532,1012489,3
41683532,1213945,5
41683532,1146267,3
41683532,1187844,4
41683532,1082294,4
41683532,1449352,3
41683532,2161691,3
41683532,1258489,5
41683532,1187842,4
41683532,2972992,4
41683532,1417484,4
41683532,1258491,5
41683532,1005918,3
41683532,3431718,4
41683532,1144385,3
41683532,4326055,4
41683532,1665390,4
41683532,1398395,4
41683532,1062694,5
41683532,1102870,4
41683532,1195590,3
41683532,1214302,4
41683532,1002958,4
41683532,4219125,4
41683532,1796861,4
41683532,1098643,4
41683532,1043815,4
34445520,3874395,5
1948031,1515467,5
1948031,3730043,5
1948031,3215829,5
1948031,1426971,4
1948031,3182236,5
2209488,1084336,5
2209488,2039931,5
2028003,1982096,5
2028003,3026879,5
2028003,4617900,5
2028003,2381124,4
2028003,4218689,4
2562918,1441241,5
2797587,1055186,3
2797587,2042633,5
2797587,3735576,5
3272126,3829573,3
3272126,1070681,4
3288913,1024785,4
3288913,1011662,3
3288913,1479951,3
44114560,1050510,3
44114560,1048007,3
44114560,2341848,3
kiraaz,1292443,4
kiraaz,1401851,4
kiraaz,1020241,3
2562925,3267934,5
2562925,1123418,5
29998284,2010279,5
29998284,4874245,5
1107971,4881850,4
1107971,1069935,4
1107971,1758926,5
1107971,4746273,4
1107971,2096574,4
34928356,4720669,4
22023528,3206270,4
22023528,3921409,3
1654482,1868623,4
lpall,1058607,3
2875883,4175473,5
2875883,1027191,4
31587765,3662820,5
31587765,2131415,5
31587765,5264779,5
31587765,2057508,5
31587765,2082380,5
31587765,4706499,5
31587765,3014576,5
vacantvalley,1827054,5
vacantvalley,1228316,5
vacantvalley,1839790,5
vacantvalley,1053848,5
vacantvalley,1678002,4
43690750,4313207,5
46215208,4846032,4
ydxby,1094487,4
ydxby,1016063,3
ydxby,4121562,4
ydxby,1424267,4
ydxby,1088581,4
ydxby,1970428,5
yiranLove,3715982,4
yiranLove,1461903,5
yiranLove,2239428,4
yiranLove,1212488,3
yiranLove,3681571,4
yiranLove,3873355,3
yiranLove,4212873,3
yiranLove,3616310,3
yiranLove,3879301,4
1107966,1080370,4
1107966,1829799,4
3288948,1050510,4
2209476,1255584,3
2209476,1968670,3
2209476,2267630,4
2209476,2340059,5
2209476,2157629,4
2209476,3218534,5
33409484,1033057,5
33409484,2146277,5
33409484,1722386,3
3288945,1033829,5
3288945,1025931,3
3288945,1270509,4
31659902,1055881,4
31659902,1100470,3
mythjill,2257996,4
mythjill,2257997,4
mythjill,1081416,2
mythjill,1200843,4
4217114,3610094,3
skygragon,2073826,4
skygragon,3117898,4
33327801,1084336,4
33327801,1288916,3
2562957,2040824,4
2562957,1741727,3
2562957,1431137,1
2562957,1786543,3
1654498,1891082,3
1654498,2243213,3
bb609,3664754,5
bb609,2141624,2
bb609,2363651,4
bb609,1008043,4
bb609,2327837,4
bb609,1143568,3
bb609,3038361,3
bb609,2117279,5
bb609,2015976,3
bb609,1210726,5
bb609,1058276,5
bb609,1030153,5
muro,1485625,5
muro,3062584,5
muro,3259587,4
Yolanda,1970116,4
Yolanda,3813669,4
Yolanda,1316569,3
Yolanda,1067782,3
Yolanda,2988943,4
Yolanda,3852697,4
Yolanda,3032690,5
Yolanda,3024802,5
Yolanda,3338726,5
2588629,4231214,5
2588629,1963310,4
2588629,2055004,4
2588629,3813194,3
2588629,3897732,2
2588629,4164333,4
analyse,3545625,5
analyse,1946714,4
analyse,1231972,4
analyse,1962224,4
analyse,1878265,3
analyse,1790456,4
samwise,1029791,5
samwise,1141154,5
samwise,1061118,5
samwise,1291530,5
samwise,1444711,5
samwise,1082154,5
samwise,1057244,4
4086649,2243213,5
4086649,1865689,5
4086649,3106593,3
25683542,2046573,5
25683542,1036397,4
25683542,2242381,4
25683542,1456692,4
25683542,3082876,3
1569506,1970116,4
1569506,1269182,4
1569506,1005660,4
1569506,1958738,5
1569506,1196945,4
1569506,1291987,5
1569506,3136267,4
1569506,1021932,4
1569506,1789317,4
1569506,1000213,3
SUK-PENY,2988181,5
3726756,3463292,5
3726756,1071023,5
37818655,1432422,5
37818655,1007334,5
kimiinmayday,4737152,5
chaojimogu,1485625,5
chaojimogu,1093986,5
chaojimogu,3816859,4
chaojimogu,4828326,4
chaojimogu,3290010,5
2797563,3130904,3
2797563,1010888,3
4217103,1031720,3
4217103,1087833,3
4217103,1039771,4
4217103,1075174,4
4217103,1023088,4
4217103,1012380,4
4217103,1421310,5
2132589,1773445,4
2797561,1829614,4
2797561,1051714,4
2797561,1460313,3
2797561,1949679,4
2797561,1022158,3
2797561,3405814,3
2797561,3735576,2
2797561,1692648,3
1981534,2237767,5
1981534,1065485,5
1981534,3852841,5
1981534,1014578,5
1981534,2977023,5
yixianyazhu,3933045,4
yixianyazhu,2282081,4
yixianyazhu,2183077,4
1981533,3187750,5
1981533,1948907,4
1981533,2243213,5
1876704,1878638,4
1876704,1321897,4
43941189,2339948,4
43941189,3242857,3
43941189,1033248,3
1311334,2118743,4
lidaduo,1914764,4
3726767,4886245,5
3726767,4187421,3
44114526,1119796,4
2222673,3626924,5
2252264,1396617,4
2252264,2253111,5
2980207,1512490,5
2980207,2375982,5
2980207,1028805,3
2980207,1999983,5
2980207,1436864,4
2980207,2042633,4
2980207,3182236,4
2980207,1771464,5
3272156,1780542,4
3272156,3034068,5
3272156,1907517,4
1400566,1787729,5
1400566,1444025,3
1400566,1123740,4
sodayui,1807843,5
sodayui,1466999,3
sodayui,1125512,4
sodayui,4143275,3
sodayui,3924481,4
sodayui,1440468,4
sodayui,1053543,4
sodayui,1340681,4
sodayui,3135064,3
sodayui,1971968,4
sodayui,3998999,5
sodayui,3903387,4
sodayui,1058607,3
sodayui,3074810,3
sodayui,4048188,3
muma,1011754,4
muma,3626924,4
18322235,2046136,4
2811124,1973312,3
kikichan,1316569,5
4086640,1364773,5
4086640,1892291,3
